#t [s],	 x [cm],	 R [cm],	 Ux [cm/s],	 Ur [cm/s] 
 0.00000000000000000000 ,	 0.01250000000000000069,	 -0.93750000000000000000,	 0.00000000000000000000,	 -0.00000000000000000000 
0.00000000000000000000 ,	 0.01250000000000000069,	 -0.81250000000000000000,	 0.00000000000000000000,	 -0.00000000000000000000 
0.00000000000000000000 ,	 0.01250000000000000069,	 -0.68750000000000000000,	 0.00000000000000000000,	 -0.00000000000000000000 
0.00000000000000000000 ,	 0.01250000000000000069,	 -0.56250000000000000000,	 0.00000000000000000000,	 -0.00000000000000000000 
0.00000000000000000000 ,	 0.01250000000000000069,	 -0.43750000000000000000,	 0.00000000000000000000,	 -0.00000000000000000000 
0.00000000000000000000 ,	 0.01250000000000000069,	 -0.31250000000000000000,	 0.00000000000000000000,	 -0.00000000000000000000 
0.00000000000000000000 ,	 0.01250000000000000069,	 -0.18750000000000000000,	 0.00000000000000000000,	 -0.00000000000000000000 
0.00000000000000000000 ,	 0.01250000000000000069,	 -0.06250000000000000000,	 0.00000000000000000000,	 0.00000000000000000000 
0.00000000000000000000 ,	 0.01250000000000000069,	 0.06250000000000000000,	 0.00000000000000000000,	 0.00000000000000000000 
0.00000000000000000000 ,	 0.01250000000000000069,	 0.18750000000000000000,	 0.00000000000000000000,	 -0.00000000000000000000 
0.00000000000000000000 ,	 0.01250000000000000069,	 0.31250000000000000000,	 0.00000000000000000000,	 -0.00000000000000000000 
0.00000000000000000000 ,	 0.01250000000000000069,	 0.43750000000000000000,	 0.00000000000000000000,	 -0.00000000000000000000 
0.00000000000000000000 ,	 0.01250000000000000069,	 0.56250000000000000000,	 0.00000000000000000000,	 -0.00000000000000000000 
0.00000000000000000000 ,	 0.01250000000000000069,	 0.68750000000000000000,	 0.00000000000000000000,	 -0.00000000000000000000 
0.00000000000000000000 ,	 0.01250000000000000069,	 0.81250000000000000000,	 0.00000000000000000000,	 -0.00000000000000000000 
0.00000000000000000000 ,	 0.01250000000000000069,	 0.93750000000000000000,	 0.00000000000000000000,	 -0.00000000000000000000 
0.00000000000000000000 ,	 9.98750000000000071054,	 -0.93750000000000000000,	 0.00000000000000000000,	 -0.00000000000000000000 
0.00000000000000000000 ,	 9.98750000000000071054,	 -0.81250000000000000000,	 0.00000000000000000000,	 -0.00000000000000000000 
0.00000000000000000000 ,	 9.98750000000000071054,	 -0.68750000000000000000,	 0.00000000000000000000,	 -0.00000000000000000000 
0.00000000000000000000 ,	 9.98750000000000071054,	 -0.56250000000000000000,	 0.00000000000000000000,	 -0.00000000000000000000 
0.00000000000000000000 ,	 9.98750000000000071054,	 -0.43750000000000000000,	 0.00000000000000000000,	 -0.00000000000000000000 
0.00000000000000000000 ,	 9.98750000000000071054,	 -0.31250000000000000000,	 0.00000000000000000000,	 -0.00000000000000000000 
0.00000000000000000000 ,	 9.98750000000000071054,	 -0.18750000000000000000,	 0.00000000000000000000,	 -0.00000000000000000000 
0.00000000000000000000 ,	 9.98750000000000071054,	 -0.06250000000000000000,	 0.00000000000000000000,	 0.00000000000000000000 
0.00000000000000000000 ,	 9.98750000000000071054,	 0.06250000000000000000,	 0.00000000000000000000,	 0.00000000000000000000 
0.00000000000000000000 ,	 9.98750000000000071054,	 0.18750000000000000000,	 0.00000000000000000000,	 -0.00000000000000000000 
0.00000000000000000000 ,	 9.98750000000000071054,	 0.31250000000000000000,	 0.00000000000000000000,	 -0.00000000000000000000 
0.00000000000000000000 ,	 9.98750000000000071054,	 0.43750000000000000000,	 0.00000000000000000000,	 -0.00000000000000000000 
0.00000000000000000000 ,	 9.98750000000000071054,	 0.56250000000000000000,	 0.00000000000000000000,	 -0.00000000000000000000 
0.00000000000000000000 ,	 9.98750000000000071054,	 0.68750000000000000000,	 0.00000000000000000000,	 -0.00000000000000000000 
0.00000000000000000000 ,	 9.98750000000000071054,	 0.81250000000000000000,	 0.00000000000000000000,	 -0.00000000000000000000 
0.00000000000000000000 ,	 9.98750000000000071054,	 0.93750000000000000000,	 0.00000000000000000000,	 -0.00000000000000000000 


0.10000000000000000555 ,	 0.01250000000000000069,	 -0.93749994364116784329,	 0.00146778702832262064,	 -0.00000188707810327672 
0.10000000000000000555 ,	 0.01250000000000000069,	 -0.81249995115567885673,	 0.00146778702832262172,	 -0.00000175228681017787 
0.10000000000000000555 ,	 0.01250000000000000069,	 -0.68749995867018975915,	 0.00146778702832265056,	 -0.00000148270422399317 
0.10000000000000000555 ,	 0.01250000000000000069,	 -0.56249996618470077259,	 0.00146778702832264948,	 -0.00000121312163781811 
0.10000000000000000555 ,	 0.01250000000000000069,	 -0.43749997369921167500,	 0.00146778702832259505,	 -0.00000094353905163721 
0.10000000000000000555 ,	 0.01250000000000000069,	 -0.31249998121372263293,	 0.00146778702832262194,	 -0.00000067395646544788 
0.10000000000000000555 ,	 0.01250000000000000069,	 -0.18749998872823359086,	 0.00146778702832264991,	 -0.00000040437387926427 
0.10000000000000000555 ,	 0.01250000000000000069,	 -0.06249999624274452797,	 0.00146778702832259505,	 -0.00000013479129308827 
0.10000000000000000555 ,	 0.01250000000000000069,	 0.06249999624274452797,	 0.00146778702832259505,	 -0.00000013479129308827 
0.10000000000000000555 ,	 0.01250000000000000069,	 0.18749998872823359086,	 0.00146778702832264991,	 -0.00000040437387926427 
0.10000000000000000555 ,	 0.01250000000000000069,	 0.31249998121372263293,	 0.00146778702832262194,	 -0.00000067395646544788 
0.10000000000000000555 ,	 0.01250000000000000069,	 0.43749997369921167500,	 0.00146778702832259505,	 -0.00000094353905163721 
0.10000000000000000555 ,	 0.01250000000000000069,	 0.56249996618470077259,	 0.00146778702832264948,	 -0.00000121312163781811 
0.10000000000000000555 ,	 0.01250000000000000069,	 0.68749995867018975915,	 0.00146778702832265056,	 -0.00000148270422399317 
0.10000000000000000555 ,	 0.01250000000000000069,	 0.81249995115567885673,	 0.00146778702832262172,	 -0.00000175228681017787 
0.10000000000000000555 ,	 0.01250000000000000069,	 0.93749994364116784329,	 0.00146778702832262064,	 -0.00000188707810327672 
0.10000000000000000555 ,	 9.98750000000000071054,	 -0.93750837494747674139,	 0.00107805801819019589,	 0.01768151091305021627 
0.10000000000000000555 ,	 9.98750000000000071054,	 -0.81250725828781311666,	 0.00107805801819019480,	 0.01641854584783234566 
0.10000000000000000555 ,	 9.98750000000000071054,	 -0.68750614162814960295,	 0.00107805801819019632,	 0.01389261571739660271 
0.10000000000000000555 ,	 9.98750000000000071054,	 -0.56250502496848597822,	 0.00107805801819019437,	 0.01136668558696086323 
0.10000000000000000555 ,	 9.98750000000000071054,	 -0.43750390830882246451,	 0.00107805801819019632,	 0.00884075545652512028 
0.10000000000000000555 ,	 9.98750000000000071054,	 -0.31250279164915889529,	 0.00107805801819021714,	 0.00631482532608938166 
0.10000000000000000555 ,	 9.98750000000000071054,	 -0.18750167498949535383,	 0.00107805801819019762,	 0.00378889519565363654 
0.10000000000000000555 ,	 9.98750000000000071054,	 -0.06250055832983178461,	 0.00107805801819019589,	 0.00126296506521787776 
0.10000000000000000555 ,	 9.98750000000000071054,	 0.06250055832983178461,	 0.00107805801819019589,	 0.00126296506521787776 
0.10000000000000000555 ,	 9.98750000000000071054,	 0.18750167498949535383,	 0.00107805801819019762,	 0.00378889519565363654 
0.10000000000000000555 ,	 9.98750000000000071054,	 0.31250279164915889529,	 0.00107805801819021714,	 0.00631482532608938166 
0.10000000000000000555 ,	 9.98750000000000071054,	 0.43750390830882246451,	 0.00107805801819019632,	 0.00884075545652512028 
0.10000000000000000555 ,	 9.98750000000000071054,	 0.56250502496848597822,	 0.00107805801819019437,	 0.01136668558696086323 
0.10000000000000000555 ,	 9.98750000000000071054,	 0.68750614162814960295,	 0.00107805801819019632,	 0.01389261571739660271 
0.10000000000000000555 ,	 9.98750000000000071054,	 0.81250725828781311666,	 0.00107805801819019480,	 0.01641854584783234566 
0.10000000000000000555 ,	 9.98750000000000071054,	 0.93750837494747674139,	 0.00107805801819019589,	 0.01768151091305021627 


0.19999000000000002886 ,	 0.01250000000000000069,	 -0.93749953777624572826,	 0.02222797419494710117,	 -0.00014383085408767118 
0.19999000000000002886 ,	 0.01250000000000000069,	 -0.81249959940607963116,	 0.02222797419494707341,	 -0.00013355722165284153 
0.19999000000000002886 ,	 0.01250000000000000069,	 -0.68749966103591353406,	 0.02222797419494712545,	 -0.00011300995678317606 
0.19999000000000002886 ,	 0.01250000000000000069,	 -0.56249972266574743696,	 0.02222797419494712545,	 -0.00009246269191350666 
0.19999000000000002886 ,	 0.01250000000000000069,	 -0.43749978429558133985,	 0.02222797419494709770,	 -0.00007191542704383758 
0.19999000000000002886 ,	 0.01250000000000000069,	 -0.31249984592541524275,	 0.02222797419494710117,	 -0.00005136816217416854 
0.19999000000000002886 ,	 0.01250000000000000069,	 -0.18749990755524914565,	 0.02222797419494712545,	 -0.00003082089730449962 
0.19999000000000002886 ,	 0.01250000000000000069,	 -0.06249996918508304855,	 0.02222797419494706994,	 -0.00001027363243483235 
0.19999000000000002886 ,	 0.01250000000000000069,	 0.06249996918508304855,	 0.02222797419494706994,	 -0.00001027363243483235 
0.19999000000000002886 ,	 0.01250000000000000069,	 0.18749990755524914565,	 0.02222797419494712545,	 -0.00003082089730449962 
0.19999000000000002886 ,	 0.01250000000000000069,	 0.31249984592541524275,	 0.02222797419494710117,	 -0.00005136816217416854 
0.19999000000000002886 ,	 0.01250000000000000069,	 0.43749978429558133985,	 0.02222797419494709770,	 -0.00007191542704383758 
0.19999000000000002886 ,	 0.01250000000000000069,	 0.56249972266574743696,	 0.02222797419494712545,	 -0.00009246269191350666 
0.19999000000000002886 ,	 0.01250000000000000069,	 0.68749966103591353406,	 0.02222797419494712545,	 -0.00011300995678317606 
0.19999000000000002886 ,	 0.01250000000000000069,	 0.81249959940607963116,	 0.02222797419494707341,	 -0.00013355722165284153 
0.19999000000000002886 ,	 0.01250000000000000069,	 0.93749953777624572826,	 0.02222797419494710117,	 -0.00014383085408767118 
0.19999000000000002886 ,	 9.98750000000000071054,	 -0.93748429885285844421,	 -0.00104559831682569330,	 0.00010885828077736820 
0.19999000000000002886 ,	 9.98750000000000071054,	 -0.81248639233914399238,	 -0.00104559831682570479,	 0.00010108268929325596 
0.19999000000000002886 ,	 9.98750000000000071054,	 -0.68748848582542954055,	 -0.00104559831682569200,	 0.00008553150632506313 
0.19999000000000002886 ,	 9.98750000000000071054,	 -0.56249057931171508873,	 -0.00104559831682570110,	 0.00006998032335687049 
0.19999000000000002886 ,	 9.98750000000000071054,	 -0.43749267279800058139,	 -0.00104559831682568961,	 0.00005442914038866469 
0.19999000000000002886 ,	 9.98750000000000071054,	 -0.31249476628428612957,	 -0.00104559831682567747,	 0.00003887795742047021 
0.19999000000000002886 ,	 9.98750000000000071054,	 -0.18749685977057167774,	 -0.00104559831682569135,	 0.00002332677445227732 
0.19999000000000002886 ,	 9.98750000000000071054,	 -0.06249895325685722591,	 -0.00104559831682569005,	 0.00000777559148409227 
0.19999000000000002886 ,	 9.98750000000000071054,	 0.06249895325685722591,	 -0.00104559831682569005,	 0.00000777559148409227 
0.19999000000000002886 ,	 9.98750000000000071054,	 0.18749685977057167774,	 -0.00104559831682569135,	 0.00002332677445227732 
0.19999000000000002886 ,	 9.98750000000000071054,	 0.31249476628428612957,	 -0.00104559831682567747,	 0.00003887795742047021 
0.19999000000000002886 ,	 9.98750000000000071054,	 0.43749267279800058139,	 -0.00104559831682568961,	 0.00005442914038866469 
0.19999000000000002886 ,	 9.98750000000000071054,	 0.56249057931171508873,	 -0.00104559831682570110,	 0.00006998032335687049 
0.19999000000000002886 ,	 9.98750000000000071054,	 0.68748848582542954055,	 -0.00104559831682569200,	 0.00008553150632506313 
0.19999000000000002886 ,	 9.98750000000000071054,	 0.81248639233914399238,	 -0.00104559831682570479,	 0.00010108268929325596 
0.19999000000000002886 ,	 9.98750000000000071054,	 0.93748429885285844421,	 -0.00104559831682569330,	 0.00010885828077736820 


